Rk,Year,Lg,Rd,Pk,Tm,Player,Age,Pos,Born,College,From,To,G,MP,PTS,TRB,AST,STL,BLK,FG%,2P%,3P%,FT%,WS,WS/48
1196,1992,NBA,2,30,DAL,Sean Rooks\rooksse01,22.294,C,us,University of Arizona,1993,2004,749,18.1,6.2,3.8,0.8,0.3,0.7,.459,.461,.091,.699,16.2,.057
1197,1992,NBA,2,31,POR,Reggie Smith\smithre01,21.313,C,us,Texas Christian University,1993,1994,66,5.8,1.5,1.8,0.1,0.2,0.1,.394,.398,.000,.404,0.4,.051
1198,1992,NBA,2,32,WSB,Brent Price\pricebr01,23.203,G,us,University of Oklahoma,1993,2002,418,16.8,5.9,1.6,3.0,0.7,0.0,.426,.464,.387,.824,12.0,.082
1199,1992,NBA,2,33,CHI,Corey Williams\willico01,22.067,G,us,Oklahoma State University,1993,1994,39,7.4,2.4,0.9,0.7,0.2,0.1,.367,.372,.250,.826,0.2,.037
1200,1992,NBA,2,34,MIN,Chris Smith\smithch03,22.044,G,us,University of Connecticut,1993,1995,224,17.7,5.1,1.3,2.8,0.5,0.3,.435,.449,.366,.713,3.2,.039
1201,1992,NBA,2,35,CHH,Tony Bennett\benneto01,23.029,G,us,University of Wisconsin-Green Bay,1993,1995,152,12.4,3.5,1.0,2.0,0.5,0.0,.412,.446,.335,.732,1.6,.041
1202,1992,NBA,2,36,LAL,Duane Cooper\coopedu01,23.005,G,us,University of Southern California,1993,1994,88,8.9,2.3,0.7,2.0,0.2,0.0,.402,.444,.216,.720,-0.5,-0.032
1203,1992,NBA,2,37,MIA,Isaiah Morris\morriis01,23.089,F,us,University of Arkansas,1993,1993,25,4.1,2.2,0.5,0.2,0.1,0.0,.456,.456,,.750,0.0,-0.022
1204,1992,NBA,2,38,ATL,Elmer Bennett\benneel01,22.137,G,us,University of Notre Dame,1995,1997,21,7.6,2.3,0.5,1.0,0.4,0.0,.340,.361,.273,.722,-0.3,-0.095
1205,1992,NBA,2,39,CHI,Litterial Green\greenli01,22.115,G,us,University of Georgia,1993,1999,148,8.0,2.9,0.5,1.2,0.3,0.0,.420,.448,.077,.665,1.6,.066
1206,1992,NBA,2,40,NJN,Steve Rogers,,,,Alabama State University,,,,,,,,,,,,,,,
1207,1992,NBA,2,41,HOU,Popeye Jones\jonespo01,22.013,F,us,Murray State University,1994,2004,535,23.5,7.0,7.4,1.3,0.6,0.3,.447,.451,.281,.751,22.0,.084
1208,1992,NBA,2,42,MIA,Matt Geiger\geigema01,22.293,C,us,Georgia Institute of Technology,1993,2002,552,22.1,9.2,5.7,0.7,0.6,0.6,.499,.504,.232,.728,28.4,.112
1209,1992,NBA,2,43,GSW,Sasha Danilovic\danilsa01,22.124,G,ba,,1996,1997,75,31.1,12.8,2.4,2.0,0.9,0.2,.439,.482,.379,.789,4.2,.087
1210,1992,NBA,2,44,SAS,Henry Williams,,,,University of North Carolina at Charlotte,,,,,,,,,,,,,,,
1211,1992,NBA,2,45,SEA,Chris King\kingch01,22.341,F,us,Wake Forest University,1994,1999,103,20.0,6.7,3.0,1.1,0.7,0.3,.423,.433,.383,.633,1.0,.023
1212,1992,NBA,2,46,DEN,Robert Werdann\werdaro01,21.291,C,us,St. John's University,1993,1997,47,5.8,2.1,1.7,0.2,0.3,0.2,.378,.381,.000,.574,0.1,.026
1213,1992,NBA,2,47,BOS,Darren Morningstar\mornida01,23.069,C,us,University of Pittsburgh,1994,1994,23,16.0,4.2,3.5,0.7,0.6,0.1,.476,.476,,.600,0.4,.048
1214,1992,NBA,2,48,PHO,Brian Davis\davisbr02,22.009,F-G,us,Duke University,1994,1994,68,5.5,1.9,0.8,0.3,0.2,0.1,.317,.317,.333,.735,0.0,.000
1215,1992,NBA,2,49,PHO,Ron Ellis,,,,Louisiana Tech University,,,,,,,,,,,,,,,
1216,1992,NBA,2,50,GSW,Matt Fish\fishma01,22.224,C,us,University of North Carolina at Wilmington,1995,1997,50,10.2,3.5,2.2,0.5,0.4,0.3,.500,.504,.000,.625,0.6,.058
1217,1992,NBA,2,51,MIN,Tim Burroughs,,,,Jacksonville University,,,,,,,,,,,,,,,
1218,1992,NBA,2,52,CHI,Matt Steigenga\steigma01,22.095,F,us,Michigan State University,1997,1997,2,6.0,1.5,1.5,1.0,0.5,0.5,.250,.500,.000,.500,0.0,-0.126
1219,1992,NBA,2,53,HOU,Curtis Blair,,,,University of Richmond,,,,,,,,,,,,,,,
1220,1992,NBA,2,54,SAC,Brett Roberts,,,,Morehead State University,,,,,,,,,,,,,,,
1221,1991,NBA,1,1,CHH,Larry Johnson\johnsla02,22.109,F,us,University of Nevada Las Vegas,1992,2001,707,36.3,16.2,7.5,3.3,0.7,0.4,.484,.505,.332,.766,69.7,.130
1222,1991,NBA,1,2,NJN,Kenny Anderson\anderke01,20.265,G,us,Georgia Institute of Technology,1992,2005,858,30.1,12.6,3.1,6.1,1.5,0.1,.421,.436,.346,.790,62.5,.116
1223,1991,NBA,1,3,SAC,Billy Owens\owensbi01,22.061,F-G,us,Syracuse University,1992,2001,600,29.4,11.7,6.7,2.8,0.9,0.5,.481,.491,.291,.629,28.6,.078
1224,1991,NBA,1,4,DEN,Dikembe Mutombo\mutomdi01,25.007,C,cd,Georgetown University,1992,2009,1196,30.8,9.8,10.3,1.0,0.4,2.8,.518,.518,.000,.684,117.0,.153
1225,1991,NBA,1,5,MIA,Steve Smith\smithst01,22.092,G,us,Michigan State University,1992,2005,942,30.6,14.3,3.2,3.1,0.8,0.3,.440,.476,.358,.845,83.7,.139
1226,1991,NBA,1,6,DAL,Doug Smith\smithdo03,21.287,F,us,University of Missouri,1992,1996,296,19.7,8.0,4.2,1.4,0.8,0.5,.425,.430,.083,.773,3.0,.024
1227,1991,NBA,1,7,MIN,Luc Longley\longllu01,22.163,C,au,University of New Mexico,1992,2001,567,21.2,7.2,4.9,1.5,0.5,1.0,.462,.463,.000,.760,17.5,.070
1228,1991,NBA,1,8,DEN,Mark Macon\maconma01,22.078,G,us,Temple University,1992,1999,251,20.0,6.7,1.9,1.7,1.4,0.1,.384,.393,.270,.735,0.1,.001
1229,1991,NBA,1,9,ATL,Stacey Augmon\augmost01,22.334,F-G,us,University of Nevada Las Vegas,1992,2006,1001,21.6,8.0,3.2,1.6,1.0,0.3,.469,.473,.152,.728,43.8,.097
1230,1991,NBA,1,10,ORL,Bison Dele\delebi01,22.086,F-C,us,University of Arizona,1992,1999,413,24.2,11.0,6.2,1.1,0.8,0.9,.528,.529,.143,.691,22.8,.109
1231,1991,NBA,1,11,CLE,Terrell Brandon\brandte01,21.042,G,us,University of Oregon,1992,2002,724,29.8,13.8,3.0,6.1,1.6,0.3,.448,.462,.355,.873,65.9,.147
1232,1991,NBA,1,12,NYK,Greg Anthony\anthogr01,23.229,G,us,University of Nevada Las Vegas,1992,2002,757,20.9,7.3,1.9,4.0,1.2,0.1,.403,.434,.349,.733,35.9,.109
1233,1991,NBA,1,13,IND,Dale Davis\davisda01,22.098,F-C,us,Clemson University,1992,2007,1094,27.1,8.0,7.9,0.9,0.6,1.2,.530,.530,.000,.562,86.9,.141
1234,1991,NBA,1,14,SEA,Rich King\kingri01,22.088,C,us,University of Nebraska,1992,1995,72,4.3,1.9,1.0,0.3,0.1,0.1,.393,.400,.000,.662,0.2,.036
1235,1991,NBA,1,15,ATL,Anthony Avent\aventan01,21.256,F,us,Seton Hall University,1993,2000,352,19.1,5.6,4.5,0.8,0.5,0.6,.403,.404,.000,.686,0.3,.002
1236,1991,NBA,1,16,GSW,Chris Gatling\gatlich01,23.302,F-C,us,Old Dominion University,1992,2002,700,19.7,10.3,5.3,0.7,0.7,0.5,.513,.523,.249,.660,32.1,.112
1237,1991,NBA,1,17,GSW,Victor Alexander\alexavi01,21.304,C-F,us,Iowa State University,1992,2002,286,20.1,8.9,4.8,0.9,0.5,0.6,.518,.525,.286,.634,8.8,.073
1238,1991,NBA,1,18,MIL,Kevin Brooks\brookke01,21.262,F,us,University of Louisiana at Lafayette,1992,1994,126,8.2,3.3,1.1,0.4,0.1,0.0,.401,.434,.200,.859,-0.1,-0.004
1239,1991,NBA,1,19,WSB,LaBradford Smith\smithla02,22.089,G,us,University of Louisville,1992,1994,183,17.1,6.7,1.5,2.2,0.8,0.1,.432,.446,.298,.813,1.5,.024
1240,1991,NBA,1,20,HOU,John Turner\turnejo01,23.214,F,us,Phillips University,1992,1992,42,8.2,2.8,1.9,0.3,0.1,0.1,.439,.439,,.525,-0.1,-0.021
1241,1991,NBA,1,21,UTA,Eric Murdock\murdoer01,23.017,G,us,Providence College,1992,2000,508,23.4,10.1,2.5,4.9,1.6,0.1,.438,.462,.343,.786,25.6,.103
1242,1991,NBA,1,22,LAC,LeRon Ellis\ellisle02,22.064,F-C,us,Syracuse University,1992,1996,91,9.4,3.0,2.4,0.3,0.3,0.4,.433,.433,,.613,1.2,.069
1243,1991,NBA,1,23,ORL,Stanley Roberts\roberst01,21.144,C,us,Louisiana State University,1992,2000,300,19.6,8.5,5.2,0.6,0.4,1.3,.499,.499,.000,.514,8.1,.066
1244,1991,NBA,1,24,BOS,Rick Fox\foxri01,21.342,F-G,ca,University of North Carolina,1992,2004,930,25.5,9.6,3.8,2.8,1.0,0.4,.450,.492,.349,.770,44.7,.090
1245,1991,NBA,1,25,GSW,Shaun Vandiver,,,,University of Colorado,,,,,,,,,,,,,,,
1246,1991,NBA,1,26,CHI,Mark Randall\randama01,23.275,F,us,University of Kansas,1992,1995,127,7.0,2.6,1.3,0.4,0.2,0.1,.443,.488,.154,.722,1.0,.054
1247,1991,NBA,1,27,SAC,Pete Chilcutt\chilcpe01,22.290,F-C,us,University of North Carolina,1992,2000,584,14.4,4.3,3.3,0.8,0.5,0.4,.441,.457,.381,.696,10.6,.060
1248,1991,NBA,2,28,CHH,Kevin Lynch\lynchke01,22.189,G-F,us,University of Minnesota,1992,1993,95,12.0,3.3,1.3,1.1,0.5,0.2,.436,.440,.333,.726,0.4,.016
1249,1991,NBA,2,29,MIA,George Ackles,,,,University of Nevada Las Vegas,,,,,,,,,,,,,,,
1250,1991,NBA,2,30,ATL,Rodney Monroe\monroro01,23.076,G,us,North Carolina State University,1992,1992,38,8.2,3.4,0.9,0.7,0.3,0.1,.368,.402,.222,.826,-0.2,-0.035
1251,1991,NBA,2,31,SAC,Randy Brown\brownra02,23.040,G,us,New Mexico State University,1992,2003,655,17.6,4.8,1.8,2.2,1.1,0.2,.417,.426,.200,.691,11.0,.046
1252,1991,NBA,2,32,PHO,Chad Gallagher\gallach01,22.032,C,us,Creighton University,1994,1994,2,1.5,3.0,0.0,0.0,0.0,0.0,1.000,1.000,,,0.1,1.442
1253,1991,NBA,2,33,DAL,Donald Hodge\hodgedo01,22.126,C,us,Temple University,1992,1996,249,14.1,4.7,3.2,0.8,0.3,0.4,.437,.439,.286,.711,1.8,.025
1254,1991,NBA,2,34,MIN,Myron Brown\brownmy01,21.240,G,us,Slippery Rock University of Pennsylvania,1992,1992,4,5.8,2.3,0.8,1.5,0.3,0.0,.667,1.000,.333,,0.0,.032
1255,1991,NBA,2,35,DAL,Mike Iuzzolino\iuzzomi01,23.161,G,us,Saint Francis University,1992,1993,122,25.0,9.0,2.0,4.3,0.7,0.1,.457,.485,.404,.798,3.7,.058
1256,1991,NBA,2,36,ORL,Chris Corchiani\corchch01,23.095,G,us,North Carolina State University,1992,1994,112,11.7,3.7,1.2,2.2,0.7,0.0,.421,.472,.269,.816,1.6,.058
1257,1991,NBA,2,37,LAC,Elliot Perry\perryel01,22.095,G,us,University of Memphis,1992,2002,549,17.3,6.3,1.4,3.1,1.0,0.0,.459,.474,.359,.783,14.0,.071
1258,1991,NBA,2,38,LAC,Joe Wylie,,,,University of Miami,,,,,,,,,,,,,,,
1259,1991,NBA,2,39,CLE,Jimmy Oliver\oliveji01,21.354,G-F,us,Purdue University,1992,1999,78,11.0,4.2,1.0,0.7,0.3,0.0,.407,.418,.340,.772,0.3,.018
1260,1991,NBA,2,40,DET,Doug Overton\overtdo01,21.332,G,us,La Salle University,1993,2004,499,14.6,4.5,1.3,2.1,0.4,0.0,.412,.430,.319,.816,2.5,.016
1261,1991,NBA,2,41,IND,Sean Green\greense01,21.149,G-F,us,Iona College,1992,1994,84,8.0,4.2,1.0,0.5,0.4,0.2,.386,.412,.246,.620,-1.3,-0.095
1262,1991,NBA,2,42,SAC,Steve Hood,,,,James Madison University,,,,,,,,,,,,,,,
1263,1991,NBA,2,43,GSW,Lamont Strothers\strotla01,23.052,G,us,Christopher Newport University,1992,1993,13,11.9,4.6,1.2,1.1,0.7,0.1,.329,.379,.133,.714,-0.5,-0.142
1264,1991,NBA,2,44,PHI,Alvaro Teheran,,,,University of Houston,,,,,,,,,,,,,,,
1265,1991,NBA,2,45,MIL,Bobby Phills\phillbo01,21.193,G,us,Southern University and A&M College,1992,2000,467,28.7,11.0,3.1,2.7,1.3,0.3,.443,.456,.390,.738,27.2,.097
1266,1991,NBA,2,46,PHO,Richard Dumas\dumasri02,22.043,F,us,Oklahoma State University,1993,1996,102,21.8,10.6,3.4,1.1,1.3,0.5,.509,.514,.231,.694,4.5,.097
1267,1991,NBA,2,47,HOU,Keith Hughes,,,,Rutgers University,,,,,,,,,,,,,,,
1268,1991,NBA,2,48,UTA,Isaac Austin\austiis01,21.317,C,us,Arizona State University,1992,2002,432,19.3,7.6,4.7,1.2,0.5,0.5,.446,.451,.176,.670,9.2,.053
1269,1991,NBA,2,49,SAS,Greg Sutton\suttogr01,23.211,G,us,Oral Roberts University,1992,1996,168,11.6,4.5,0.9,1.7,0.5,0.1,.396,.426,.361,.743,1.0,.024
1270,1991,NBA,2,50,PHO,Joey Wright,,,,University of Texas at Austin,,,,,,,,,,,,,,,
1271,1991,NBA,2,51,HOU,Zan Tabak\tabakza01,21.016,C,hr,,1995,2001,247,14.6,5.0,3.6,0.7,0.3,0.5,.506,.507,.000,.525,2.4,.032
1272,1991,NBA,2,52,LAL,Anthony Jones,,,,Oral Roberts University,,,,,,,,,,,,,,,
1273,1991,NBA,2,53,NJN,Von McDade,,,,University of Wisconsin-Milwaukee,,,,,,,,,,,,,,,
1274,1991,NBA,2,54,POR,Marcus Kennedy,,,,Eastern Michigan University,,,,,,,,,,,,,,,
1275,1990,NBA,1,1,NJN,Derrick Coleman\colemde01,23.012,F,us,Syracuse University,1991,2005,781,33.2,16.5,9.3,2.5,0.8,1.3,.447,.465,.295,.769,64.3,.119
1276,1990,NBA,1,2,SEA,Gary Payton\paytoga01,21.344,G,us,Oregon State University,1991,2007,1335,35.3,16.3,3.9,6.7,1.8,0.2,.466,.501,.317,.729,145.5,.148
1277,1990,NBA,1,3,DEN,Mahmoud Abdul-Rauf\abdulma02,21.115,G,us,Louisiana State University,1991,2001,586,26.7,14.6,1.9,3.5,0.8,0.1,.442,.460,.354,.905,25.2,.077
1278,1990,NBA,1,4,ORL,Dennis Scott\scottde01,21.300,F,us,Georgia Institute of Technology,1991,2000,629,28.6,12.9,2.8,2.1,0.8,0.3,.417,.431,.397,.793,33.4,.089
1279,1990,NBA,1,5,CHH,Kendall Gill\gillke01,22.038,G,us,University of Illinois at Urbana-Champaign,1991,2005,966,30.5,13.4,4.1,3.0,1.6,0.4,.434,.448,.300,.754,47.8,.078
1280,1990,NBA,1,6,MIN,Felton Spencer\spencfe01,22.169,C,us,University of Louisville,1991,2002,640,19.2,5.2,5.4,0.3,0.4,0.8,.484,.484,.000,.658,20.9,.081
1281,1990,NBA,1,7,SAC,Lionel Simmons\simmoli01,21.230,F,us,La Salle University,1991,1997,454,29.7,12.8,6.2,3.3,1.1,0.8,.433,.436,.305,.771,16.9,.060
1282,1990,NBA,1,8,LAC,Bo Kimble\kimblbo01,24.085,G,us,Loyola Marymount University,1991,1993,105,12.7,5.5,1.5,0.9,0.4,0.1,.386,.403,.291,.728,0.1,.004
1283,1990,NBA,1,9,MIA,Willie Burton\burtowi01,22.037,F-G,us,University of Minnesota,1991,1999,316,21.1,10.3,2.9,1.2,0.6,0.4,.424,.439,.345,.786,9.1,.065
1284,1990,NBA,1,10,ATL,Rumeal Robinson\robinru01,23.232,G,jm,University of Michigan,1991,1997,336,18.1,7.6,1.8,3.5,0.9,0.2,.432,.447,.344,.611,5.2,.041
1285,1990,NBA,1,11,GSW,Tyrone Hill\hillty01,22.105,F,us,Xavier University,1991,2004,801,28.0,9.4,8.6,0.8,0.8,0.5,.502,.503,.000,.643,56.2,.120
1286,1990,NBA,1,12,HOU,Alec Kessler\kesslal01,23.171,F-C,us,University of Georgia,1991,1994,210,14.0,5.2,3.6,0.4,0.2,0.3,.426,.426,.417,.744,2.0,.033
1287,1990,NBA,1,13,LAC,Loy Vaught\vaughlo01,22.126,F,us,University of Michigan,1991,2001,689,24.7,10.1,7.1,0.9,0.7,0.3,.504,.508,.244,.718,35.8,.101
1288,1990,NBA,1,14,SAC,Travis Mays\maystr01,22.013,G,us,University of Texas at Austin,1991,1993,115,25.8,11.1,2.0,2.8,0.9,0.1,.410,.428,.362,.749,2.4,.039
1289,1990,NBA,1,15,MIA,Dave Jamerson\jamerda01,22.324,G-F,us,Ohio University,1991,1994,90,6.6,3.4,0.9,0.7,0.3,0.0,.392,.413,.277,.860,0.2,.018
1290,1990,NBA,1,16,MIL,Terry Mills\millste01,22.194,F,us,University of Michigan,1991,2001,678,24.2,10.6,5.4,1.3,0.6,0.4,.457,.478,.384,.781,33.3,.097
1291,1990,NBA,1,17,NYK,Jerrod Mustaf\mustaje01,20.247,F-C,us,University of Maryland,1991,1994,179,10.6,4.0,2.5,0.6,0.3,0.3,.449,.450,.000,.648,1.7,.043
1292,1990,NBA,1,18,SAC,Duane Causwell\causwdu01,22.032,C,us,Temple University,1991,2001,541,17.4,4.9,4.2,0.4,0.4,1.4,.507,.508,.286,.618,15.8,.081
1293,1990,NBA,1,19,BOS,Dee Brown\brownde01,21.215,G,us,Jacksonville University,1991,2002,608,27.7,11.1,2.6,3.7,1.3,0.3,.436,.469,.357,.825,33.4,.095
1294,1990,NBA,1,20,MIN,Gerald Glass\glassge01,22.233,G-F,us,University of Mississippi,1991,1996,201,16.7,7.7,2.5,1.5,0.6,0.3,.433,.448,.236,.643,1.8,.025
1295,1990,NBA,1,21,PHO,Jayson Williams\willija01,22.131,F-C,us,St. John's University,1991,1999,475,20.6,7.3,7.5,0.6,0.4,0.6,.440,.442,.125,.606,20.0,.098
1296,1990,NBA,1,22,NJN,Tate George\georgta01,22.034,G,us,University of Connecticut,1991,1995,177,11.4,4.2,1.0,1.8,0.4,0.1,.414,.421,.071,.820,1.3,.032
1297,1990,NBA,1,23,SAC,Anthony Bonner\bonnean01,22.024,F,us,Saint Louis University,1991,1996,318,23.2,6.9,5.4,1.4,1.1,0.3,.468,.471,.125,.590,10.8,.070
1298,1990,NBA,1,24,SAS,Dwayne Schintzius\schindw01,21.261,C,us,University of Florida,1991,1999,217,9.0,2.7,2.5,0.4,0.1,0.5,.404,.408,.125,.638,1.0,.024
1299,1990,NBA,1,25,POR,Alaa Abdelnaby\abdelal01,22.008,F-C,eg,Duke University,1991,1995,256,12.5,5.7,3.3,0.3,0.3,0.3,.502,.503,.000,.701,4.8,.072
1300,1990,NBA,1,26,DET,Lance Blanks\blankla01,23.297,G,us,University of Texas at Austin,1991,1993,142,7.4,2.0,0.8,0.8,0.3,0.1,.436,.508,.253,.667,0.7,.031
1301,1990,NBA,1,27,LAL,Elden Campbell\campbel01,21.344,C,us,Clemson University,1991,2005,1044,24.7,10.3,5.9,1.1,0.7,1.5,.460,.461,.054,.699,62.8,.117
1302,1990,NBA,2,28,GSW,Les Jepsen\jepsele01,23.009,C,us,University of Iowa,1991,1992,52,3.7,1.0,1.3,0.0,0.0,0.2,.333,.345,.000,.650,0.1,.031
1303,1990,NBA,2,29,CHI,Toni Kukoc\kukocto01,21.287,F,hr,,1994,2006,846,26.3,11.6,4.2,3.7,1.0,0.3,.447,.488,.335,.729,59.6,.129
1304,1990,NBA,2,30,MIA,Carl Herrera\herreca01,23.201,F,tt,University of Houston,1992,1999,465,17.3,5.3,3.6,0.6,0.5,0.4,.476,.478,.143,.643,9.0,.054
1305,1990,NBA,2,31,PHO,Negele Knight\knighne01,23.119,G,us,University of Dayton,1991,1999,276,16.4,6.2,1.3,2.8,0.4,0.1,.436,.447,.263,.730,4.2,.044
1306,1990,NBA,2,32,PHI,Brian Oliver\olivebr01,22.031,G,us,Georgia Institute of Technology,1991,1998,118,10.0,3.3,1.0,1.0,0.4,0.1,.388,.397,.227,.705,-0.5,-0.020
1307,1990,NBA,2,33,UTA,Walter Palmer\palmewa01,21.252,C-F,us,Dartmouth College,1991,1993,48,4.4,2.1,1.4,0.2,0.1,0.2,.412,.416,.000,.667,-0.1,-0.013
1308,1990,NBA,2,34,GSW,Kevin Pritchard\pritcke01,22.351,G,us,University of Kansas,1991,1996,94,12.0,3.6,1.0,1.6,0.4,0.1,.399,.435,.186,.790,0.4,.017
1309,1990,NBA,2,35,WSB,Greg Foster\fostegr01,21.272,F-C,us,University of Texas at El Paso,1991,2003,656,12.2,3.9,2.6,0.5,0.1,0.3,.440,.448,.225,.748,5.6,.033
1310,1990,NBA,2,36,ATL,Trevor Wilson\wilsotr01,22.108,F,us,University of California Los Angeles,1991,1996,103,15.6,5.7,3.4,1.0,0.5,0.1,.456,.459,.000,.567,0.8,.023
1311,1990,NBA,2,37,WSB,A.J. English\engliaj01,22.357,G,us,Virginia Union University,1991,1992,151,20.6,9.9,2.1,2.1,0.4,0.2,.435,.449,.138,.778,1.1,.017
1312,1990,NBA,2,38,SEA,Jud Buechler\buechju01,22.013,F-G,us,University of Arizona,1991,2002,720,11.7,3.3,1.8,0.8,0.4,0.2,.433,.464,.366,.633,16.5,.094
1313,1990,NBA,2,39,CHH,Steve Scheffler\schefst01,22.303,C-F,us,Purdue University,1991,1997,174,5.3,1.9,1.0,0.1,0.2,0.0,.558,.566,.200,.759,2.9,.153
1314,1990,NBA,2,40,SAC,Bimbo Coles\colesbi01,22.071,G,us,Virginia Polytechnic Institute and State University,1991,2004,852,23.8,7.8,2.1,3.9,0.9,0.2,.425,.455,.267,.811,27.4,.065
1315,1990,NBA,2,41,ATL,Steve Bardo\bardost01,22.088,G,us,University of Illinois at Urbana-Champaign,1992,1996,33,9.1,2.2,1.8,1.3,0.4,0.1,.329,.360,.100,.696,-0.1,-0.020
1316,1990,NBA,2,42,DEN,Marcus Liberty\liberma01,21.248,F,us,University of Illinois at Urbana-Champaign,1991,1994,267,17.1,7.3,3.5,0.9,0.7,0.3,.417,.426,.340,.664,4.0,.042
1317,1990,NBA,2,43,SAS,Tony Massenburg\masseto01,22.337,F,us,University of Maryland,1991,2005,683,18.0,6.2,4.3,0.4,0.4,0.5,.470,.471,.091,.705,15.6,.061
1318,1990,NBA,2,44,MIL,Steve Henson\hensost01,22.151,G,us,Kansas State University,1991,1999,238,9.6,3.1,0.7,2.0,0.4,0.0,.403,.384,.432,.869,3.8,.079
1319,1990,NBA,2,45,IND,Antonio Davis\davisan01,21.244,F-C,us,University of Texas at El Paso,1994,2006,903,28.9,10.0,7.5,1.1,0.5,1.0,.448,.449,.087,.727,59.6,.110
1320,1990,NBA,2,46,IND,Kenny Williams\willike03,21.023,F,us,Elizabeth City State University,1991,1994,260,11.2,4.8,2.7,0.6,0.3,0.6,.511,.518,.000,.680,7.4,.122
1321,1990,NBA,2,47,PHI,Derek Strong\stronde01,22.144,F,us,Xavier University,1992,2001,456,18.7,6.8,4.9,0.6,0.4,0.2,.430,.436,.180,.786,18.5,.104
1322,1990,NBA,2,48,PHO,Cedric Ceballos\cebalce01,20.334,F,us,California State University Fullerton,1991,2001,609,24.2,14.3,5.3,1.2,0.7,0.3,.500,.524,.309,.753,40.4,.132
1323,1990,NBA,2,49,DAL,Phil Henderson,,,,Duke University,,,,,,,,,,,,,,,
1324,1990,NBA,2,50,PHO,Milos Babic\babicmi01,21.221,C-F,rs,Tennessee Technological University,1991,1992,21,4.1,1.8,1.0,0.5,0.1,0.0,.375,.375,,.650,-0.1,-0.028
1325,1990,NBA,2,51,LAL,Tony Smith\smithto02,22.018,G,us,Marquette University,1991,2001,457,16.0,5.5,1.6,1.9,0.7,0.2,.431,.455,.307,.690,6.7,.044
1326,1990,NBA,2,52,CLE,Stefano Rusconi\ruscost01,21.273,C-F,it,,1996,1996,7,4.3,1.1,0.9,0.4,0.0,0.3,.333,.333,,.400,-0.1,-0.104
1327,1990,NBA,2,53,SEA,Abdul Shamsid-Deen,,,,Providence College,,,,,,,,,,,,,,,
1328,1990,NBA,2,54,SAS,Sean Higgins\higgise01,21.184,G-F,us,University of Michigan,1991,1998,220,15.2,6.3,1.8,1.0,0.3,0.1,.428,.459,.321,.850,0.4,.006
1329,1989,NBA,1,1,SAC,Pervis Ellison\ellispe01,22.091,F-C,us,University of Louisville,1990,2001,474,24.5,9.5,6.7,1.5,0.6,1.6,.510,.513,.050,.689,21.8,.090
1330,1989,NBA,1,2,LAC,Danny Ferry\ferryda01,22.259,F,us,Duke University,1991,2003,917,19.8,7.0,2.8,1.3,0.4,0.3,.446,.470,.393,.840,34.8,.092
1331,1989,NBA,1,3,SAS,Sean Elliott\elliose01,21.151,F,us,University of Arizona,1990,2001,742,33.0,14.2,4.3,2.6,0.8,0.4,.465,.486,.375,.799,55.7,.109
1332,1989,NBA,1,4,MIA,Glen Rice\ricegl01,22.036,F,us,University of Michigan,1990,2004,1000,35.0,18.3,4.4,2.1,1.0,0.3,.456,.476,.400,.846,88.7,.122
1333,1989,NBA,1,5,CHH,J.R. Reid\reidjr01,21.093,F,us,University of North Carolina,1990,2001,672,22.9,8.5,5.0,1.0,0.8,0.4,.472,.475,.135,.716,22.5,.070
1334,1989,NBA,1,6,CHI,Stacey King\kingst01,22.155,F-C,us,University of Oklahoma,1990,1997,438,16.9,6.4,3.3,0.9,0.4,0.5,.478,.480,.235,.707,10.9,.071
1335,1989,NBA,1,7,IND,George McCloud\mccloge01,22.037,G-F,us,Florida State University,1990,2002,766,22.8,9.0,3.1,2.3,0.8,0.2,.402,.434,.358,.810,24.6,.068
1336,1989,NBA,1,8,DAL,Randy White\whitera01,21.241,F,us,Louisiana Tech University,1990,1994,281,19.2,7.4,4.9,0.6,0.7,0.5,.401,.417,.193,.707,1.9,.017
1337,1989,NBA,1,9,WSB,Tom Hammonds\hammoto01,22.098,F,us,Georgia Institute of Technology,1990,2001,687,15.2,5.3,3.3,0.6,0.2,0.2,.480,.481,.000,.691,14.7,.068
1338,1989,NBA,1,10,MIN,Pooh Richardson\richapo01,23.050,G,us,University of California Los Angeles,1990,1999,639,30.4,11.1,2.8,6.5,1.3,0.2,.444,.465,.329,.652,26.7,.066
1339,1989,NBA,1,11,ORL,Nick Anderson\anderni01,21.164,F-G,us,University of Illinois at Urbana-Champaign,1990,2002,800,31.2,14.4,5.1,2.6,1.4,0.5,.446,.485,.356,.667,55.3,.106
1340,1989,NBA,1,12,NJN,Mookie Blaylock\blaylmo01,22.105,G,us,University of Oklahoma,1990,2002,889,34.9,13.5,4.1,6.7,2.3,0.3,.409,.445,.336,.736,71.8,.111
1341,1989,NBA,1,13,BOS,Michael Smith\smithmi01,24.045,F,us,Brigham Young University,1990,1995,141,9.4,5.0,1.5,1.0,0.1,0.0,.474,.509,.150,.835,1.4,.049
1342,1989,NBA,1,14,GSW,Tim Hardaway\hardati01,22.305,G,us,University of Texas at El Paso,1990,2003,867,35.3,17.7,3.3,8.2,1.6,0.1,.431,.469,.355,.782,85.0,.133
1343,1989,NBA,1,15,DEN,Todd Lichti\lichtto01,22.176,G-F,us,Stanford University,1990,1994,237,17.9,7.9,2.1,1.4,0.8,0.2,.460,.471,.244,.789,5.6,.063
