Rk,Year,Lg,Rd,Pk,Tm,Player,Age,Pos,Born,College,From,To,G,MP,PTS,TRB,AST,STL,BLK,FG%,2P%,3P%,FT%,WS,WS/48
690,2001,NBA,2,37,PHI,Damone Brown\brownda02,22.005,F,us,Syracuse University,2002,2005,39,9.0,2.8,1.3,0.5,0.1,0.2,.336,.342,.286,.667,-0.7,-0.100
691,2001,NBA,2,38,DET,Mehmet Okur\okurme01,22.038,C-F,tr,,2003,2012,634,29.1,13.5,7.0,1.7,0.5,0.7,.458,.484,.375,.797,54.7,.142
692,2001,NBA,2,39,NYK,Michael Wright,,,,University of Arizona,,,,,,,,,,,,,,,
693,2001,NBA,2,40,SEA,Earl Watson\watsoea01,22.021,G,us,University of California Los Angeles,2002,2014,878,22.2,6.4,2.3,4.4,1.0,0.2,.411,.449,.324,.703,19.2,.047
694,2001,NBA,2,41,IND,Jamison Brewer\breweja01,20.225,G,us,Auburn University,2002,2005,54,8.7,1.6,0.9,1.0,0.4,0.0,.372,.435,.250,.393,0.0,-0.001
695,2001,NBA,2,42,SEA,Bobby Simmons\simmobo01,21.030,G-F,us,DePaul University,2002,2012,466,24.7,9.0,3.8,1.5,0.8,0.2,.437,.452,.396,.823,20.1,.084
696,2001,NBA,2,43,NYK,Eric Chenowith,,,,University of Kansas,,,,,,,,,,,,,,,
697,2001,NBA,2,44,DAL,Kyle Hill,,,,Eastern Illinois University,,,,,,,,,,,,,,,
698,2001,NBA,2,45,CHI,Sean Lampley\lamplse01,21.303,F,us,University of California,2003,2004,45,12.2,4.5,2.1,0.7,0.2,0.1,.463,.476,.000,.691,1.1,.096
699,2001,NBA,2,46,MIN,Loren Woods\woodslo01,23.012,F-C,us,University of Arizona,2002,2008,215,11.3,2.6,3.2,0.3,0.3,0.6,.419,.423,.143,.642,3.1,.062
700,2001,NBA,2,47,DEN,Ousmane Cisse,,,,,,,,,,,,,,,,,,,
701,2001,NBA,2,48,MEM,Antonis Fotsis\fotsian01,20.092,F,gr,,2002,2002,28,11.4,3.9,2.2,0.4,0.3,0.4,.404,.432,.304,.850,0.1,.017
702,2001,NBA,2,49,MIA,Ken Johnson\johnske03,23.152,F-C,us,Ohio State University,2003,2003,16,9.8,2.0,2.0,0.0,0.1,0.8,.405,.405,,.333,0.0,-0.002
703,2001,NBA,2,50,POR,Ruben Boumtje-Boumtje\boumtru01,23.044,C,cm,Georgetown University,2002,2004,44,6.3,1.0,1.3,0.1,0.1,0.4,.368,.368,,.556,0.2,.027
704,2001,NBA,2,51,PHO,Alton Ford\fordal02,20.034,F,us,University of Houston,2002,2004,73,7.2,2.5,1.7,0.2,0.1,0.1,.507,.507,,.697,0.8,.074
705,2001,NBA,2,52,MIL,Andre Hutson,,,,Michigan State University,,,,,,,,,,,,,,,
706,2001,NBA,2,53,UTA,Jarron Collins\collija03,22.213,F-C,us,Stanford University,2002,2011,542,15.8,3.9,2.9,0.8,0.3,0.2,.455,.456,.000,.699,15.7,.088
707,2001,NBA,2,54,DAL,Kenny Satterfield\satteke01,20.083,G,us,University of Cincinnati,2002,2003,75,14.2,4.3,1.3,2.3,0.7,0.0,.335,.355,.218,.746,-1.1,-0.051
708,2001,NBA,2,55,SAC,Maurice Jeffers,,,,Saint Louis University,,,,,,,,,,,,,,,
709,2001,NBA,2,56,SAS,Robertas Javtokas\javtoro01,21.104,C,lt,,,,,,,,,,,,,,,,
710,2001,NBA,2,57,PHI,Alvin Jones\jonesal01,22.297,C,lu,Georgia Institute of Technology,2002,2002,23,5.5,1.1,1.6,0.1,0.1,0.4,.400,.400,,.500,0.1,.034
711,2001,NBA,2,58,SAS,Bryan Bracey,,,,University of Oregon,,,,,,,,,,,,,,,
712,2000,NBA,1,1,NJN,Kenyon Martin\martike01,22.186,F,us,University of Cincinnati,2001,2015,757,30.6,12.3,6.8,1.9,1.2,1.1,.483,.492,.234,.629,48.0,.100
713,2000,NBA,1,2,VAN,Stromile Swift\swiftst01,20.225,F,us,Louisiana State University,2001,2009,547,19.8,8.4,4.6,0.5,0.6,1.2,.473,.476,.074,.699,21.3,.095
714,2000,NBA,1,3,LAC,Darius Miles\milesda01,18.267,F,us,,2001,2009,446,26.3,10.1,4.9,1.9,0.9,1.1,.472,.482,.168,.590,9.5,.039
715,2000,NBA,1,4,CHI,Marcus Fizer\fizerma01,21.328,F,us,Iowa State University,2001,2006,289,20.9,9.6,4.6,1.2,0.5,0.3,.435,.446,.191,.691,2.7,.022
716,2000,NBA,1,5,ORL,Mike Miller\millemi01,20.135,F-G,us,University of Florida,2001,2017,1032,26.9,10.6,4.2,2.6,0.6,0.2,.459,.502,.407,.769,60.7,.105
717,2000,NBA,1,6,ATL,DerMarr Johnson\johnsde03,20.059,F,us,University of Cincinnati,2001,2008,344,17.2,6.2,2.2,0.9,0.6,0.4,.411,.469,.336,.789,6.4,.052
718,2000,NBA,1,7,CHI,Chris Mihm\mihmch01,20.353,C,us,University of Texas at Austin,2001,2009,436,20.1,7.5,5.3,0.5,0.3,1.0,.459,.460,.231,.704,13.3,.073
719,2000,NBA,1,8,CLE,Jamal Crawford\crawfja01,20.105,G,us,University of Michigan,2001,2018,1258,30.0,15.0,2.3,3.4,0.9,0.2,.411,.449,.349,.862,60.5,.077
720,2000,NBA,1,9,HOU,Joel Przybilla\przybjo01,20.267,C,us,University of Minnesota,2001,2013,592,19.8,3.9,6.2,0.4,0.3,1.4,.552,.553,.000,.557,23.0,.094
721,2000,NBA,1,10,ORL,Keyon Dooling\doolike01,20.056,G,us,University of Missouri,2001,2013,728,19.4,7.0,1.3,2.2,0.6,0.1,.416,.443,.349,.799,18.5,.063
722,2000,NBA,1,11,BOS,Jerome Moiso\moisoje01,22.019,F-C,fr,University of California Los Angeles,2001,2005,145,9.6,2.7,2.7,0.3,0.3,0.5,.489,.494,.000,.593,2.1,.074
723,2000,NBA,1,12,DAL,Etan Thomas\thomaet01,22.094,F,us,Syracuse University,2002,2011,409,17.3,5.7,4.7,0.4,0.3,1.0,.513,.513,,.603,14.9,.101
724,2000,NBA,1,13,ORL,Courtney Alexander\alexaco02,23.068,G,us,California State University Fresno,2001,2003,187,21.7,9.0,2.2,1.2,0.6,0.1,.422,.429,.339,.813,4.1,.048
725,2000,NBA,1,14,DET,Mateen Cleaves\cleavma01,22.300,G,us,Michigan State University,2001,2006,167,11.2,3.6,1.0,1.9,0.4,0.0,.389,.399,.267,.728,-0.8,-0.021
726,2000,NBA,1,15,MIL,Jason Collier\collija02,22.299,C,us,Georgia Institute of Technology,2001,2005,151,14.4,5.6,2.9,0.3,0.2,0.2,.455,.458,.350,.738,1.9,.042
727,2000,NBA,1,16,SAC,Hedo Turkoglu\turkohe01,21.107,F,tr,,2001,2015,997,26.8,11.1,4.0,2.8,0.8,0.3,.426,.450,.384,.784,63.3,.114
728,2000,NBA,1,17,SEA,Desmond Mason\masonde01,22.266,F,us,Oklahoma State University,2001,2010,643,30.5,12.1,4.5,1.6,0.7,0.4,.449,.456,.260,.740,23.1,.056
729,2000,NBA,1,18,LAC,Quentin Richardson\richaqu01,20.081,G,us,DePaul University,2001,2013,783,26.5,10.3,4.7,1.5,0.8,0.2,.397,.431,.355,.718,32.8,.076
730,2000,NBA,1,19,CHH,Jamaal Magloire\magloja01,22.044,C,ca,University of Kentucky,2001,2012,680,21.5,7.2,6.5,0.6,0.3,0.9,.480,.481,.000,.639,27.7,.091
731,2000,NBA,1,20,PHI,Speedy Claxton\claxtsp01,22.057,G,us,Hofstra University,2002,2009,334,25.6,9.3,2.5,4.3,1.5,0.1,.409,.428,.193,.762,14.2,.080
732,2000,NBA,1,21,TOR,Morris Peterson\petermo01,22.312,F,us,Michigan State University,2001,2011,711,27.2,10.7,3.5,1.5,0.9,0.2,.418,.450,.373,.773,35.7,.089
733,2000,NBA,1,22,NYK,Donnell Harvey\harvedo01,19.311,F,us,University of Florida,2001,2005,205,16.2,5.6,4.0,0.8,0.5,0.4,.460,.464,.100,.659,4.7,.069
734,2000,NBA,1,23,UTA,DeShawn Stevenson\stevede01,19.091,G,us,,2001,2013,824,22.3,7.2,2.2,1.6,0.5,0.2,.406,.433,.340,.698,12.1,.032
735,2000,NBA,1,24,CHI,Dalibor Bagaric\bagarda01,20.147,C,hr,,2001,2003,95,10.2,2.6,2.5,0.4,0.3,0.5,.361,.363,.000,.559,-0.9,-0.043
736,2000,NBA,1,25,PHO,Jake Tsakalidis\tsakaja01,21.024,C,ge,,2001,2007,315,15.9,4.8,3.9,0.3,0.2,0.7,.490,.490,.000,.657,9.9,.095
737,2000,NBA,1,26,DEN,Mamadou N'Diaye\ndiayma02,25.019,C,sn,Auburn University,2001,2005,69,12.4,3.8,3.3,0.1,0.2,0.9,.427,.429,.000,.736,1.8,.101
738,2000,NBA,1,27,IND,Primoz Brezec\brezepr01,20.275,C,si,,2002,2010,342,18.1,7.2,3.9,0.5,0.2,0.4,.498,.499,.167,.701,10.8,.084
739,2000,NBA,1,28,POR,Erick Barkley\barkler01,22.133,G,us,St. John's University,2001,2002,27,9.9,2.9,0.8,1.5,0.7,0.0,.356,.373,.267,.900,0.2,.027
740,2000,NBA,1,29,LAL,Mark Madsen\madsema01,24.158,F,us,Stanford University,2001,2009,453,11.8,2.2,2.6,0.4,0.3,0.2,.457,.465,.063,.527,8.2,.074
741,2000,NBA,2,30,LAC,Marko Jaric\jaricma01,21.265,G,rs,,2003,2009,447,25.2,7.1,2.7,3.6,1.3,0.3,.404,.428,.344,.730,12.1,.052
742,2000,NBA,2,31,DAL,Dan Langhi\langhda01,22.218,F,us,Vanderbilt University,2001,2004,133,9.4,3.0,1.5,0.3,0.2,0.1,.391,.400,.289,.613,0.3,.012
743,2000,NBA,2,32,CHI,A.J. Guyton\guytoaj01,22.142,G,us,Indiana University,2001,2003,80,15.6,5.5,1.0,1.8,0.3,0.2,.377,.377,.378,.822,0.3,.010
744,2000,NBA,2,33,CHI,Jake Voskuhl\voskuja01,22.245,C,us,University of Connecticut,2001,2009,450,14.3,4.0,3.4,0.5,0.3,0.4,.487,.488,.333,.714,11.6,.087
745,2000,NBA,2,34,CHI,Khalid El-Amin\elamikh01,21.070,G,us,University of Connecticut,2001,2001,50,18.7,6.3,1.6,2.9,1.0,0.0,.370,.383,.333,.778,0.6,.030
746,2000,NBA,2,35,WAS,Mike Smith\smithmi03,24.080,F,us,University of Louisiana at Monroe,2001,2001,17,10.6,3.0,1.3,0.6,0.3,0.2,.322,.390,.167,.625,-0.1,-0.033
747,2000,NBA,2,36,NJN,Soumaila Samake\samakso01,22.108,C,ml,,2001,2003,47,6.4,1.4,1.6,0.1,0.0,0.4,.389,.389,,.462,0.3,.046
748,2000,NBA,2,37,MIA,Eddie House\houseed01,22.051,G,us,Arizona State University,2001,2011,717,17.3,7.5,1.7,1.6,0.7,0.1,.409,.423,.390,.851,20.0,.077
749,2000,NBA,2,38,HOU,Eduardo Najera\najered01,23.358,F,mx,University of Oklahoma,2001,2012,619,18.1,4.9,3.7,0.8,0.7,0.4,.481,.509,.311,.671,24.7,.106
750,2000,NBA,2,39,NYK,Lavor Postell\postela01,22.128,G,us,St. John's University,2001,2003,61,7.3,3.2,0.7,0.2,0.2,0.0,.335,.364,.250,.795,-0.2,-0.025
751,2000,NBA,2,40,ATL,Hanno Mottola\mottoha01,23.298,C,fi,University of Utah,2001,2002,155,15.2,4.6,2.9,0.5,0.2,0.2,.442,.451,.063,.783,0.9,.019
752,2000,NBA,2,41,SAS,Chris Carrawell,,,,Duke University,,,,,,,,,,,,,,,
753,2000,NBA,2,42,SEA,Olumide Oyedeji\oyedeol01,19.053,C,ng,,2001,2003,93,6.3,1.4,2.1,0.1,0.2,0.2,.495,.495,,.659,1.2,.095
754,2000,NBA,2,43,MIL,Michael Redd\reddmi01,20.314,G,us,Ohio State University,2001,2012,629,32.0,19.0,3.8,2.1,0.9,0.1,.447,.475,.380,.838,55.9,.134
755,2000,NBA,2,44,DET,Brian Cardinal\cardibr01,23.063,F,us,Purdue University,2001,2012,456,14.2,4.6,2.3,1.0,0.6,0.2,.408,.432,.372,.861,15.4,.114
756,2000,NBA,2,45,SAC,Jabari Smith\smithja01,23.142,C,us,Louisiana State University,2001,2005,108,9.8,3.0,1.6,0.6,0.3,0.2,.413,.420,.125,.690,1.3,.058
757,2000,NBA,2,46,TOR,DeeAndre Hulett,,,,College of the Sequoias,,,,,,,,,,,,,,,
758,2000,NBA,2,47,SEA,Josip Sesar,,,,,,,,,,,,,,,,,,,
759,2000,NBA,2,48,PHI,Mark Karcher,,,,Temple University,,,,,,,,,,,,,,,
760,2000,NBA,2,49,MIL,Jason Hart\hartja01,22.066,G,us,Syracuse University,2001,2010,341,15.5,4.8,1.7,2.3,0.7,0.1,.417,.433,.315,.788,8.6,.078
761,2000,NBA,2,50,UTA,Kaniel Dickens\dickeka01,21.348,F,us,University of Idaho,2004,2008,19,4.5,1.2,0.6,0.1,0.1,0.1,.400,.455,.333,.750,0.1,.055
762,2000,NBA,2,51,MIN,Igor Rakocevic\rakocig01,22.097,G,rs,,2003,2003,42,5.8,1.9,0.4,0.8,0.1,0.0,.379,.370,.417,.806,0.1,.022
763,2000,NBA,2,52,MIA,Ernest Brown\browner01,21.048,C,us,Indian Hills Community College,2002,2002,3,7.0,1.0,2.0,0.0,0.0,0.3,.167,.167,,.250,-0.2,-0.349
764,2000,NBA,2,53,DEN,Dan McClintock\mcclida01,23.076,C,us,Northern Arizona University,2001,2001,6,9.7,3.0,2.8,0.2,0.0,0.3,.500,.500,,.000,0.0,.007
765,2000,NBA,2,54,SAS,Cory Hightower,,,,Indian Hills Community College,,,,,,,,,,,,,,,
766,2000,NBA,2,55,GSW,Chris Porter\portech01,22.056,F,us,Auburn University,2001,2001,51,22.5,8.6,3.7,1.2,0.9,0.1,.389,.393,.000,.667,0.2,.008
767,2000,NBA,2,56,IND,Jaquay Walls,,,,University of Colorado,,,,,,,,,,,,,,,
768,2000,NBA,2,57,ATL,Scoonie Penn,,,,Ohio State University,,,,,,,,,,,,,,,
769,2000,NBA,2,58,DAL,Pete Mickeal,,,,University of Cincinnati,,,,,,,,,,,,,,,
770,1999,NBA,1,1,CHI,Elton Brand\brandel01,20.116,F,us,Duke University,2000,2016,1058,33.0,15.9,8.5,2.1,0.9,1.7,.500,.501,.095,.736,109.6,.151
771,1999,NBA,1,2,VAN,Steve Francis\francst01,22.134,G,us,University of Maryland,2000,2008,576,37.6,18.1,5.6,6.0,1.5,0.4,.429,.451,.341,.797,54.1,.120
772,1999,NBA,1,3,CHH,Baron Davis\davisba01,20.083,G,us,University of California Los Angeles,2000,2012,835,34.2,16.1,3.8,7.2,1.8,0.4,.409,.456,.320,.711,63.1,.106
773,1999,NBA,1,4,LAC,Lamar Odom\odomla01,19.241,F,us,University of Rhode Island,2000,2013,961,33.4,13.3,8.4,3.7,0.9,0.9,.463,.502,.312,.693,77.0,.115
774,1999,NBA,1,5,TOR,Jonathan Bender\bendejo01,18.155,F,us,,2000,2010,262,14.7,5.5,2.2,0.6,0.2,0.6,.417,.442,.340,.763,3.8,.047
775,1999,NBA,1,6,MIN,Wally Szczerbiak\szczewa02,22.122,F,es,Miami University,2000,2009,651,30.8,14.1,4.0,2.4,0.6,0.2,.485,.505,.406,.860,53.3,.127
776,1999,NBA,1,7,WAS,Richard Hamilton\hamilri01,21.141,G-F,us,University of Connecticut,2000,2013,921,32.1,17.1,3.1,3.4,0.8,0.1,.449,.463,.346,.852,62.8,.102
777,1999,NBA,1,8,CLE,Andre Miller\millean02,23.108,G,us,University of Utah,2000,2016,1304,30.9,12.5,3.7,6.5,1.2,0.2,.461,.478,.217,.807,100.8,.120
778,1999,NBA,1,9,PHO,Shawn Marion\mariosh01,21.059,F,us,University of Nevada Las Vegas,2000,2015,1163,34.5,15.2,8.7,1.9,1.5,1.1,.484,.513,.331,.810,124.9,.150
779,1999,NBA,1,10,ATL,Jason Terry\terryja01,21.293,G,us,University of Arizona,2000,2018,1405,29.9,13.4,2.3,3.9,1.1,0.2,.444,.484,.380,.845,101.9,.117
780,1999,NBA,1,11,CLE,Trajan Langdon\langdtr01,23.053,G,us,Duke University,2000,2002,119,14.6,5.4,1.3,1.3,0.5,0.1,.416,.429,.396,.910,2.9,.079
781,1999,NBA,1,12,TOR,Aleksandar Radojevic\radojal01,22.331,C,me,Barton County Community College,2000,2005,15,10.1,1.7,2.4,0.5,0.1,0.2,.308,.308,,.625,-0.4,-0.130
782,1999,NBA,1,13,SEA,Corey Maggette\maggeco01,19.235,F,us,Duke University,2000,2013,827,28.2,16.0,4.9,2.1,0.7,0.2,.453,.478,.324,.822,62.2,.128
783,1999,NBA,1,14,MIN,William Avery\averywi01,19.331,G,us,Duke University,2000,2002,142,8.5,2.7,0.7,1.4,0.2,0.0,.330,.376,.255,.714,-0.9,-0.034
784,1999,NBA,1,15,NYK,Frederic Weis,,,,,,,,,,,,,,,,,,,
785,1999,NBA,1,16,CHI,Metta World Peace\artesro01,19.234,F,us,St. John's University,2000,2017,991,31.7,13.2,4.5,2.7,1.7,0.5,.414,.447,.339,.715,61.1,.093
786,1999,NBA,1,17,ATL,Cal Bowdler\bowdlca01,22.096,F,us,Old Dominion University,2000,2002,142,9.7,3.0,1.9,0.2,0.3,0.3,.404,.411,.182,.768,1.8,.061
787,1999,NBA,1,18,DEN,James Posey\poseyja01,22.173,F-G,us,Xavier University,2000,2011,864,26.9,8.6,4.7,1.6,1.1,0.3,.410,.467,.349,.820,51.6,.107
788,1999,NBA,1,19,UTA,Quincy Lewis\lewisqu01,22.009,F,us,University of Minnesota,2000,2004,159,11.7,3.6,1.3,0.6,0.4,0.2,.397,.412,.333,.710,0.8,.020
789,1999,NBA,1,20,ATL,Dion Glover\glovedi01,20.256,G,us,Georgia Institute of Technology,2000,2005,294,20.9,8.2,3.1,1.5,0.8,0.2,.411,.436,.317,.756,5.8,.045
790,1999,NBA,1,21,GSW,Jeff Foster\fosteje01,22.170,F-C,us,Texas State University,2000,2012,764,20.6,4.9,6.9,0.9,0.7,0.4,.497,.504,.130,.615,47.5,.145
791,1999,NBA,1,22,HOU,Kenny Thomas\thomake01,21.345,F,us,University of New Mexico,2000,2010,632,27.4,9.3,6.9,1.5,0.8,0.4,.465,.476,.244,.699,31.2,.086
792,1999,NBA,1,23,LAL,Devean George\georgde01,21.310,G-F,us,Augsburg College,2000,2010,630,18.5,5.6,3.1,0.9,0.7,0.4,.392,.421,.343,.721,18.2,.075
793,1999,NBA,1,24,UTA,Andrei Kirilenko\kirilan01,18.136,F,ru,,2002,2015,797,30.0,11.8,5.5,2.7,1.4,1.8,.474,.510,.310,.754,75.4,.151
794,1999,NBA,1,25,MIA,Tim James\jamesti01,22.191,F,us,University of Miami,2000,2002,43,6.1,1.6,1.1,0.3,0.0,0.2,.329,.329,.333,.652,0.0,-0.003
795,1999,NBA,1,26,IND,Vonteego Cummings\cummivo01,23.127,G,us,University of Pittsburgh,2000,2002,199,19.0,6.9,1.9,2.7,0.9,0.2,.383,.404,.321,.726,2.2,.028
796,1999,NBA,1,27,ATL,Jumaine Jones\jonesju01,20.145,F,us,University of Georgia,2000,2007,471,20.8,7.1,4.2,0.9,0.7,0.3,.424,.474,.349,.704,15.1,.074
797,1999,NBA,1,28,UTA,Scott Padgett\padgesc01,23.077,F,us,University of Kentucky,2000,2007,448,12.5,4.2,2.7,0.7,0.4,0.2,.410,.433,.373,.736,13.2,.113
798,1999,NBA,1,29,SAS,Leon Smith\smithle01,18.244,C,us,,2002,2004,15,6.9,2.2,2.2,0.2,0.3,0.1,.393,.393,,.647,0.2,.112
799,1999,NBA,2,30,LAL,John Celestand\celesjo01,22.121,G,us,Villanova University,2000,2000,16,11.6,2.3,0.7,1.3,0.4,0.0,.333,.361,.222,.833,-0.1,-0.038
800,1999,NBA,2,31,LAC,Rico Hill,,,,Illinois State University,,,,,,,,,,,,,,,
801,1999,NBA,2,32,CHI,Michael Ruffin\ruffimi01,22.165,F,us,University of Tulsa,2000,2009,414,14.4,1.7,3.9,0.6,0.5,0.5,.407,.409,.000,.459,6.8,.055
802,1999,NBA,2,33,DEN,Chris Herren\herrech01,23.282,G,us,California State University Fresno,2000,2001,70,14.4,3.2,1.0,2.4,0.4,0.0,.336,.347,.328,.692,0.5,.025
803,1999,NBA,2,34,NJN,Evan Eschmeyer\eschmev01,24.037,C,us,Northwestern University,2000,2003,153,14.0,2.8,3.9,0.5,0.5,0.6,.463,.463,,.621,4.0,.090
804,1999,NBA,2,35,WAS,Calvin Booth\boothca01,23.059,C,us,Pennsylvania State University,2000,2009,366,12.2,3.3,2.8,0.4,0.3,1.0,.451,.453,.222,.748,8.0,.086
805,1999,NBA,2,36,DAL,Wang Zhizhi\zhizhwa01,21.362,C,cn,,2001,2005,137,9.2,4.4,1.7,0.3,0.2,0.3,.417,.435,.385,.735,2.1,.078
806,1999,NBA,2,37,VAN,Obinna Ekezie\ekeziob01,23.318,F-C,ng,University of Maryland,2000,2005,143,10.6,3.6,2.7,0.2,0.3,0.2,.423,.424,.000,.720,1.7,.054
807,1999,NBA,2,38,ORL,Laron Profit\profila01,21.334,G-F,us,University of Maryland,2000,2006,135,11.4,3.3,1.5,1.2,0.5,0.2,.419,.469,.236,.712,0.7,.021
808,1999,NBA,2,39,CLE,A.J. Bramlett\bramlaj01,22.176,C,us,University of Arizona,2000,2000,8,7.6,1.0,2.8,0.0,0.1,0.0,.190,.190,,,-0.2,-0.129
809,1999,NBA,2,40,DAL,Gordan Giricek\giricgo01,22.015,G-F,hr,,2003,2008,384,23.0,9.6,2.5,1.5,0.6,0.1,.442,.465,.368,.823,8.0,.044
810,1999,NBA,2,41,DEN,Francisco Elson\elsonfr01,23.128,C,nl,University of California,2004,2012,472,15.3,3.7,3.5,0.6,0.5,0.5,.478,.481,.188,.700,11.7,.078
811,1999,NBA,2,42,MIN,Louis Bullock,,,,University of Michigan,,,,,,,,,,,,,,,
812,1999,NBA,2,43,CHH,Lee Nailon\nailole01,24.134,F,us,Texas Christian University,2001,2006,306,19.0,8.6,3.1,1.0,0.4,0.2,.474,.475,.111,.786,8.0,.066
813,1999,NBA,2,44,HOU,Tyrone Washington,,,,Mississippi State University,,,,,,,,,,,,,,,
814,1999,NBA,2,45,SAC,Ryan Robertson\roberry01,22.276,G,us,University of Kansas,2000,2000,1,25.0,5.0,0.0,0.0,0.0,0.0,.333,.500,.000,1.000,0.0,-0.022
815,1999,NBA,2,46,NYK,J.R. Koch,,,,University of Iowa,,,,,,,,,,,,,,,
816,1999,NBA,2,47,PHI,Todd MacCulloch\maccuto01,23.160,C,ca,University of Washington,2000,2003,223,15.4,6.1,4.0,0.5,0.3,0.8,.541,.541,,.642,11.9,.166
817,1999,NBA,2,48,MIL,Galen Young,,,,University of North Carolina at Charlotte,,,,,,,,,,,,,,,
818,1999,NBA,2,49,CHI,Lari Ketner\ketnela01,22.154,F-C,us,University of Massachusetts Amherst,2000,2001,25,5.6,1.4,1.4,0.1,0.2,0.1,.406,.406,,.667,0.0,-0.015
819,1999,NBA,2,50,HOU,Venson Hamilton\hamilve01,21.328,C,us,University of Nebraska,,,,,,,,,,,,,,,
820,1999,NBA,2,51,VAN,Antwain Smith,,,,Saint Paul's College,,,,,,,,,,,,,,,
821,1999,NBA,2,52,POR,Roberto Bergersen,,,,Boise State University,,,,,,,,,,,,,,,
822,1999,NBA,2,53,MIA,Rodney Buford\buforro01,21.245,G-F,us,Creighton University,2000,2005,230,18.2,6.4,2.6,0.8,0.5,0.1,.412,.433,.300,.758,2.9,.033
823,1999,NBA,2,54,DET,Melvin Levett,,,,University of Cincinnati,,,,,,,,,,,,,,,
824,1999,NBA,2,55,BOS,Kris Clack,,,,University of Texas at Austin,,,,,,,,,,,,,,,
825,1999,NBA,2,56,GSW,Tim Young\youngti01,23.150,C,us,Stanford University,2000,2000,25,5.5,2.2,1.4,0.2,0.1,0.0,.333,.333,,.778,0.2,.058
826,1999,NBA,2,57,SAS,Manu Ginobili\ginobma01,21.342,G,ar,,2003,2018,1053,25.4,13.3,3.5,3.8,1.3,0.3,.447,.498,.369,.826,106.3,.191
827,1999,NBA,2,58,UTA,Eddie Lucas,,,,Virginia Polytechnic Institute and State University,,,,,,,,,,,,,,,
828,1998,NBA,1,1,LAC,Michael Olowokandi\olowomi01,23.088,C,ng,University of the Pacific,1999,2007,500,26.3,8.3,6.8,0.7,0.5,1.4,.435,.435,,.597,2.5,.009
829,1998,NBA,1,2,VAN,Mike Bibby\bibbymi01,20.047,G,us,University of Arizona,1999,2012,1001,33.9,14.7,3.1,5.5,1.2,0.1,.436,.463,.379,.802,73.2,.104
830,1998,NBA,1,3,DEN,Raef LaFrentz\lafrera01,22.031,F-C,us,University of Kansas,1999,2008,563,25.8,10.1,6.1,1.1,0.5,1.6,.466,.505,.363,.711,39.4,.130
831,1998,NBA,1,4,TOR,Antawn Jamison\jamisan01,22.017,F,us,University of North Carolina,1999,2014,1083,34.8,18.5,7.5,1.6,1.0,0.4,.451,.477,.346,.724,87.8,.112
832,1998,NBA,1,5,GSW,Vince Carter\cartevi01,21.154,G-F,us,University of North Carolina,1999,2018,1401,31.5,17.7,4.5,3.3,1.0,0.6,.437,.461,.373,.799,123.3,.134
833,1998,NBA,1,6,DAL,Robert Traylor\traylro01,21.148,F,us,University of Michigan,1999,2005,438,14.3,4.8,3.7,0.7,0.6,0.7,.474,.478,.167,.577,13.3,.102
834,1998,NBA,1,7,SAC,Jason Williams\willija02,22.224,G,us,University of Florida,1999,2011,788,29.4,10.5,2.3,5.9,1.2,0.1,.398,.467,.327,.813,38.5,.080
835,1998,NBA,1,8,PHI,Larry Hughes\hughela01,19.157,G,us,Saint Louis University,1999,2012,727,30.8,14.1,4.2,3.1,1.5,0.4,.406,.428,.309,.757,32.3,.069
836,1998,NBA,1,9,MIL,Dirk Nowitzki\nowitdi01,20.010,F,de,,1999,2018,1470,34.4,21.2,7.7,2.5,0.8,0.9,.472,.497,.383,.879,206.1,.196
837,1998,NBA,1,10,BOS,Paul Pierce\piercpa01,20.259,F-G,us,University of Kansas,1999,2017,1343,34.2,19.7,5.6,3.5,1.3,0.6,.445,.478,.368,.806,150.0,.157
838,1998,NBA,1,11,DET,Bonzi Wells\wellsbo01,21.274,G-F,us,Ball State University,1999,2008,591,25.6,12.1,4.6,2.1,1.3,0.3,.460,.477,.327,.697,29.4,.093
839,1998,NBA,1,12,ORL,Michael Doleac\doleami01,21.014,C,us,University of Utah,1999,2008,587,15.0,4.9,3.3,0.6,0.3,0.4,.439,.440,.125,.791,12.7,.070
840,1998,NBA,1,13,ORL,Keon Clark\clarkke01,23.075,F-C,us,University of Nevada Las Vegas,1999,2004,353,22.6,8.2,5.9,0.9,0.5,1.6,.500,.503,.053,.645,18.2,.110
841,1998,NBA,1,14,HOU,Michael Dickerson\dickemi01,23.005,G-F,us,University of Arizona,1999,2003,212,35.3,15.4,2.9,2.6,1.0,0.4,.432,.442,.402,.784,9.6,.061
842,1998,NBA,1,15,ORL,Matt Harpring\harprma01,22.029,F,us,Georgia Institute of Technology,1999,2009,665,26.4,11.5,5.1,1.4,0.7,0.2,.481,.493,.333,.753,41.9,.114
843,1998,NBA,1,16,HOU,Bryce Drew\drewbr01,23.282,G,us,Valparaiso University,1999,2004,243,16.3,4.4,1.2,2.2,0.5,0.0,.382,.389,.371,.830,2.4,.030
844,1998,NBA,1,17,MIN,Rasho Nesterovic\nestera01,22.030,C,si,,1999,2010,811,22.2,6.8,5.1,1.0,0.4,1.2,.502,.503,.077,.585,39.9,.107
845,1998,NBA,1,18,HOU,Mirsad Turkcan\turkcmi01,22.022,F,rs,,2000,2000,17,5.3,1.9,1.9,0.3,0.2,0.1,.368,.438,.000,.625,0.0,-0.019
